s,t
644,918
535,836
644,870
4,552
410,933
43,608
626,976
610,796
149,947
565,990
311,962
156,844
65,157
655,942
284,975
83,358
336,890
22,431
289,940
41,554
266,833
436,763
597,971
247,656
287,962
623,715
563,907
293,722
144,458
467,967
58,278
416,936
224,726
546,877
17,409
523,789
293,764
243,642
245,903
163,929
274,896
338,693
269,610
787,995
83,404
214,451
260,998
198,464
583,885
50,479
375,829
278,747
474,966
42,814
424,531
121,672
320,677
282,843
76,784
429,781
207,327
674,802
187,651
278,627
17,229
711,989
81,633
279,470
96,628
303,464
537,707
520,768
312,669
214,986
490,791
359,775
53,745
44,512
4,360
186,679
456,641
885,975
165,467
522,779
335,570
210,713
277,848
275,853
6,372
79,818
530,868
5,739
7,880
38,680
593,900
527,759
502,777
386,808
475,997
287,547
56,469
481,791
38,435
374,470
692,994
65,678
219,808
648,934
429,750
240,422
468,738
71,434
221,750
216,597
598,911
448,607
107,684
169,815
193,601
380,811
586,996
521,744
255,501
195,393
306,699
737,865
337,754
694,889
456,998
487,760
467,669
414,869
654,916
204,361
223,866
542,915
344,814
400,623
261,938
452,842
104,656
121,451
84,603
196,916
35,839
48,229
121,596
26,580
179,957
167,669
16,358
434,770
530,942
145,781
503,847
378,792
233,636
258,865
343,628
211,952
226,617
322,770
195,799
95,776
129,986
150,535
652,894
533,625
228,751
14,551
221,765
242,866
448,975
216,659
115,641
478,684
212,792
282,731
76,535
382,899
256,954
311,765
562,840
201,619
398,586
261,952
233,554
19,782
236,729
33,716
11,489
147,935
287,931
404,562
171,988
137,670
38,439
258,412
443,973
388,944
564,798
402,613
31,574
354,781
569,746
273,976
421,698
669,871
70,535
274,387
359,651
18,337
119,364
470,842
123,405
390,611
30,609
66,479
147,712
25,542
326,473
128,697
178,420
32,447
106,555
273,517
154,631
151,276
531,953
420,953
188,675
293,495
477,870
316,465
732,987
16,281
758,950
128,498
318,548
305,781
348,639
388,852
306,870
481,996
540,879
80,871
248,673
334,914
350,824
71,458
202,403
443,909
54,666
316,750
65,210
198,871
43,689
485,883
65,419
233,877
340,442
363,656
203,528
598,777
80,498
189,466
362,898
450,836
255,729
62,559
360,994
10,268
380,936
354,573
157,714
195,797
293,867
68,414
240,916
208,597
502,917
184,680
30,726
35,582
390,817
170,822
528,837
545,949
399,781
187,478
435,772
233,933
26,680
291,633
606,913
440,858
44,587
46,655
103,456
128,395
154,797
236,808
7,577
375,778
35,451
12,215
282,463
648,929
174,623
433,614
319,728
463,864
322,857
514,924
148,822
100,326
454,820
131,538
577,931
220,933
117,700
150,813
211,477
154,956
95,478
57,486
730,919
81,714
342,579
68,712
180,751
441,836
269,781
637,914
166,736
272,445
102,439
291,933
138,570
625,993
235,851
583,883
284,905
64,436
19,868
139,900
19,643
13,651
87,332
606,775
435,960
497,853
278,789
57,402
501,905
3,476
355,877
4,378
416,674
496,984
214,956
221,802
277,723
211,457
436,655
38,707
679,877
269,726
167,837
133,904
704,966
576,999
109,441
393,504
53,718
285,694
146,534
10,778
96,824
216,574
457,994
547,971
343,587
191,490
172,496
99,589
587,913
643,996
492,880
424,799
774,941
110,619
266,705
119,225
154,786
26,792
323,784
354,860
788,987
440,810
37,611
75,811
155,565
340,643
105,579
202,556
668,785
115,540
760,927
411,849
64,617
99,629
412,995
497,631
6,367
149,804
206,893
585,949
490,909
502,970
483,906
538,796
676,969
242,504
486,888
114,710
161,867
141,365
348,656
44,446
339,679
230,380
212,515
730,845
119,445
161,643
20,670
165,460
87,610
491,973
604,880
522,923
428,755
308,992
428,650
42,696
551,986
181,613
403,931
117,820
417,750
427,807
234,940
213,349
43,400
45,552
10,433
258,952
348,597
465,684
422,779
126,434
337,601
109,706
47,578
142,577
172,369
5,667
61,511
771,983
394,643
213,630
243,552
168,530
744,979
11,542
568,855
262,990
620,773
558,958
111,472
624,889
324,731
354,963
311,984
470,877
404,913
146,648
740,949
702,916
63,693
614,872
385,757
180,944
142,599
40,360
656,774
33,407
406,767
394,968
220,982
515,750
1,669
41,497
362,553
155,721
272,632
184,762
196,596
558,889
159,930
240,889
53,290
105,595
392,943
25,627
155,498
350,615
142,624
116,499
732,958
99,451
461,839
481,779
527,959
102,365
482,732
7,435
164,733
540,939
717,920
45,854
594,745
177,313
268,682
383,884
257,842
403,654
235,560
21,674
726,955
205,688
270,536
448,872
172,441
121,719
211,777
115,818
166,601
349,983
316,805
341,647
345,977
794,979
475,683
252,472
253,445
569,934
562,891
114,780
14,408
311,502
426,827
557,918
279,844
757,904
176,539
697,985
192,534
678,810
135,772
292,680
406,992
75,401
72,548
7,268
21,669
132,654
206,836
362,557
129,533
412,839
515,870
407,763
333,600
294,856
287,968
128,523
120,616
102,478
454,927
338,984
144,835
41,436
157,940
208,380
78,489
173,819
473,751
19,577
368,984
23,521
247,435
331,822
666,967
348,564
319,727
85,510
357,731
514,915
355,647
411,879
442,966
72,611
338,940
649,931
324,818
7,223
74,524
569,901
185,587
333,849
253,937
429,968
335,736
200,846
109,916
61,297
523,754
453,942
474,828
18,609
525,917
161,824
429,830
176,557
286,970
432,959
136,379
357,662
185,670
184,355
136,621
381,895
98,688
281,607
494,906
23,513
105,627
253,624
224,775
217,644
42,592
423,912
141,874
311,787
665,834
55,455
181,607
220,453
353,646
570,815
215,747
321,819
53,848
272,926
323,734
203,665
240,545
621,986
312,861
515,721
731,887
11,205
92,622
518,760
159,584
196,473
42,816
459,858
399,728
157,382
330,739
75,465
331,761
273,729
470,858
55,560
425,636
635,913
499,816
418,717
379,759
242,810
267,547
238,505
279,537
641,797
277,791
194,893
127,515
69,244
244,808
433,636
45,317
114,303
469,794
575,733
39,603
186,404
293,919
612,993
360,687
178,548
173,493
346,987
455,930
464,896
88,334
188,492
289,797
235,487
109,416
609,936
114,889
598,912
11,424
65,299
353,545
209,678
540,922
420,836
461,963
269,919
129,612
537,716
564,760
316,927
545,940
459,970
555,891
70,757
578,878
565,780
639,866
267,818
270,625
76,834
8,544
242,685
184,380
330,980
243,932
307,754
504,789
171,675
428,874
350,563
309,660
19,742
561,832
343,731
374,636
319,770
414,859
357,714
127,442
178,284
431,980
324,986
297,818
191,887
81,712
213,743
190,617
325,796
719,893
393,865
345,689
43,369
85,411
92,728
391,862
205,610
647,916
202,304
502,995
719,832
477,952
243,519
200,623
240,748
477,825
40,711
298,485
5,475
672,943
45,539
395,985
243,455
293,945
146,679
268,953
45,773
544,936
341,873
93,784
436,543
454,851
396,955
88,395
214,644
346,907
432,823
379,915
275,828
327,694
285,833
232,759
138,565
452,614
248,883
336,864
663,830
37,245
732,960
74,825
388,769
215,826
376,750
261,483
118,626
112,419
121,565
108,264
202,608
238,618
221,740
16,673
141,805
13,209
155,363
356,750
315,676
499,994
373,773
436,644
370,941
142,522
53,579
151,677
279,672
363,480
77,618
243,894
412,535
353,766
324,846
359,484
133,553
731,932
260,504
263,834
136,889
290,769
42,466
29,439
152,815
560,827
307,662
593,990
129,610
115,746
203,968
103,522
255,902
97,630
100,555
715,992
169,570
605,819
278,889
381,765
445,852
229,812
262,920
141,814
520,840
361,778
42,726
263,592
188,864
564,957
484,601
149,654
526,749
201,346
413,805
535,832
46,586
520,854
352,762
27,746
68,807
257,771
440,900
198,593
172,730
554,811
33,779
100,622
422,974
3,530
85,568
23,494
249,892
13,426
279,580
174,615
84,524
528,777
230,952
279,902
386,862
301,440
741,922
208,940
450,946
439,694
176,807
357,619
221,803
162,957
99,759
384,567
625,954
435,556
465,756
412,991
1,348
299,721
7,354
203,420
258,571
216,992
223,444
633,898
550,961
467,965
80,843
19,208
811,912
39,404
601,788
435,894
639,763
247,703
735,938
145,762
317,653
6,678
243,438
279,700
485,889
602,965
53,433
40,367
255,595
437,739
410,785
258,811
480,864
311,998
380,766
80,454
218,752
461,973
54,573
421,807
153,668
72,853
254,646
425,968
408,795
98,740
73,662
686,965
130,790
496,814
635,878
79,693
371,730
135,280
287,777
445,784
223,664
341,678
60,309
48,673
79,793
418,938
16,837
299,869
151,842
494,887
309,668
296,789
85,817
119,473
197,391
15,260
624,938
58,527
491,832
62,402
165,425
67,450
330,869
54,262
234,531
637,961
466,857
272,676
116,369
14,646
242,692
137,964
702,984
291,705
442,939
225,576
741,996
111,826
62,233
279,877
300,900
365,807
209,478
399,814
195,612
549,989
552,784
239,691
129,804
148,587
512,953
243,532
166,698
366,879
316,572
288,824
352,742
161,754
47,210
439,843
710,921
17,828
107,477
157,944
136,848
561,885
44,318
461,911
343,780
405,604
252,929
171,535
652,984
267,810
192,528
141,544
341,714
595,836
560,923
427,863
200,696
286,816
437,773
415,631
197,596
349,939
91,547
456,794
496,793
179,291
296,845
443,930
46,729
51,759
810,925
387,888
425,684
167,685
24,931
272,847
66,531
434,978
395,725
51,454
507,949
250,654
565,907
250,515
70,583
617,737
403,945
422,758
411,960
463,887
605,918
595,910
90,243
408,632
18,693
493,904
264,992
613,822
158,757
518,938
171,871
199,910
30,597
301,636
456,935
164,762
186,478
325,490
297,773
461,637
271,752
68,198
395,609
428,748
319,636
48,694
471,955
259,832
186,408
156,545
188,800
297,894
265,560
29,583
394,653
211,519
284,995
356,791
104,372
210,836
209,837
89,736
299,590
109,661
238,818
511,915
192,791
384,687
272,706
125,969
205,565
173,343
46,551
390,908
292,983
109,808
552,784
37,152
117,630
567,745
256,736
902,991
452,747
231,695
511,796
38,830
246,731
96,809
473,753
131,466
393,721
313,702
614,911
411,955
62,322
88,504
233,946
252,549
334,663
379,614
20,287
358,929
421,803
277,541
269,905
136,722
91,740
150,712
546,860
708,919
99,712
122,509
350,531
380,863
180,638
188,857
103,437
549,906
87,570
154,525
254,699
227,439
291,785
505,626
57,509
600,833
242,772
177,676
244,624
275,701
70,573
268,588
201,577
4,513
161,897
352,861
425,722
132,669
482,848
223,690
349,954
183,726
730,891
578,776
168,313
318,638
77,629
165,771
190,926
239,584
53,297
485,863
549,916
278,554
114,818
87,534
44,756
301,740
486,820
44,486
707,950
27,327
404,888
137,701
436,993
426,900
750,863
235,918
77,383
245,719
222,833
257,737
534,803
371,676
619,917
656,950
314,695
129,745
700,945
187,723
40,262
159,501
103,807
224,923
237,638
24,821
609,851
329,562
354,856
357,702
232,716
216,570
353,645
223,902
166,572
680,947
387,518
135,475
182,616
109,604
73,551
291,947
567,931
260,836
415,692
75,506
565,963
533,996
395,752
11,158
122,630
557,900
275,855
498,900
580,780
158,574
168,816
367,670
183,935
340,986
443,664
358,1000
511,882
352,844
119,317
97,553
256,725
386,991
181,503
534,927
300,778
105,778
264,852
80,604
206,447
520,671
580,923
439,864
181,936
219,984
89,469
471,988
324,977
206,711
81,445
113,625
165,711
174,575
337,939
73,534
426,922
305,623
683,915
17,150
53,220
324,943
411,796
95,544
314,725
239,870
432,933
43,660
670,955
236,460
545,949
194,842
233,888
63,319
221,455
157,605
559,957
30,241
297,748
418,898
341,732
671,993
391,568
423,969
356,829
330,790
298,628
203,605
24,299
568,992
260,380
206,891
115,561
114,796
650,784
56,322
793,935
116,840
337,758
482,775
366,857
294,613
470,948
390,985
334,661
352,899
199,556
142,484
199,727
352,780
206,547
97,532
451,753
386,614
472,846
380,761
552,797
444,877
489,763
1,633
616,986
389,791
153,827
209,490
711,873
349,971
99,375
273,683
35,821
5,684
231,945
254,606
95,590
821,982
30,572
362,707
610,837
278,890
731,997
284,888
543,900
123,686
89,440
256,601
37,677
2,755
284,882
56,502
454,941
398,904
155,686
272,971
550,889
120,867
155,896
55,535
39,447
363,794
152,724
122,623
55,415
318,728
413,750
215,407
307,998
144,614
452,838
671,995
268,413
520,891
278,941
188,983
25,667
371,913
151,649
192,899
337,746
179,935
446,855
392,815
389,702
376,941
58,573
283,793
35,501
173,812
602,989
247,699
123,564
567,975
353,640
32,558
558,860
53,651
1,220
313,661
167,616
450,963
858,955
30,500
153,579
242,860
141,794
350,893
251,799
382,885
396,904
446,781
436,851
701,907
566,800
390,475
432,793
438,639
387,750
34,524
458,855
75,881
240,375
41,500
364,907
328,759
3,330
226,812
100,605
722,964
333,788
36,665
158,613
320,853
200,319
121,447
83,674
215,605
85,446
19,598
75,576
212,781
9,418
429,816
24,659
169,353
67,448
370,703
250,918
64,493
30,449
34,838
327,850
281,966
215,465
85,591
197,687
70,910
292,623
554,879
129,810
93,409
281,531
38,311
63,840
77,855
717,833
311,778
534,663
272,614
48,256
84,538
219,724
46,487
609,973
233,742
24,670
220,470
227,919
350,689
535,717
45,642
217,462
264,605
23,214
358,872
250,725
602,892
509,989
111,673
256,414
236,773
221,562
359,842
43,542
153,868
500,772
301,712
126,842
381,700
586,816
623,899
134,641
301,672
294,508
85,580
375,849
594,855
658,967
99,811
84,906
400,687
355,803
14,391
420,584
61,459
261,742
89,590
58,445
17,532
591,810
293,865
281,969
81,909
418,725
302,713
236,855
31,239
96,933
138,664
104,494
545,783
525,891
434,1000
314,530
249,876
286,911
77,785
25,764
83,228
172,748
244,484
124,397
36,916
10,592
86,866
344,962
457,904
392,573
158,734
445,825
66,696
279,822
121,688
402,665
276,973
164,425
58,449
12,397
514,796
93,666
227,816
22,701
195,914
179,830
133,684
423,851
427,778
503,794
449,949
115,388
46,438
50,766
231,512
198,535
422,577
326,988
300,519
288,714
639,930
519,990
109,637
763,875
280,843
134,473
102,820
156,743
409,855
194,724
446,890
552,786
473,907
399,940
120,270
333,941
315,716
372,916
618,829
35,162
320,978
209,526
623,999
158,739
444,733
13,635
125,802
47,489
162,667
323,946
75,282
208,656
275,948
94,775
449,932
231,734
195,735
260,818
136,574
149,394
54,307
240,787
371,721
260,639
447,855
75,264
157,535
396,963
147,770
25,493
309,913
427,947
413,938
436,971
234,759
286,932
70,371
437,721
108,591
21,577
272,607
210,378
30,743
474,759
773,988
97,435
329,796
429,853
409,895
12,636
72,470
438,710
566,802
291,656
260,692
364,604
297,976
74,724
418,844
388,831
331,939
112,316
462,802
472,830
49,362
400,890
488,684
177,754
57,372
410,740
592,979
250,915
196,806
239,463
133,687
309,672
53,678
218,925
250,832
433,799
363,547
386,921
174,712
44,400
243,737
123,887
550,994
296,688
487,958
168,593
336,554
354,700
303,964
418,727
112,467
210,518
877,998
57,514
282,955
131,547
361,953
563,836
29,806
335,721
580,661
404,763
405,849
208,671
171,640
633,957
161,762
86,573
605,884
587,650
36,293
320,908
259,935
585,912
272,683
660,966
605,911
138,745
269,795
75,463
559,887
59,547
395,806
23,793
118,702
482,862
473,813
361,894
461,910
359,743
251,608
369,626
361,849
159,684
24,474
16,344
170,698
459,658
333,638
209,925
414,874
311,644
41,897
581,829
61,819
53,738
723,977
18,885
213,924
176,700
59,841
538,952
476,967
190,516
175,683
245,695
581,786
584,864
270,925
563,828
392,723
62,695
50,577
227,872
650,948
46,397
118,338
187,603
317,771
557,910
572,926
606,855
32,346
171,382
86,693
32,280
169,661
97,832
17,514
186,722
281,519
617,918
93,791
95,643
290,895
460,897
73,653
832,921
135,609
98,267
570,983
262,686
307,687
40,443
549,972
379,560
4,430
251,868
764,977
176,485
108,615
152,877
485,932
99,690
495,894
687,915
719,947
159,850
518,941
843,968
744,941
72,513
708,897
82,989
129,658
575,816
484,975
681,914
241,722
459,847
653,963
275,994
124,422
628,995
369,956
222,916
116,610
428,737
485,722
432,759
716,990
83,793
81,824
374,887
208,676
864,984
108,765
537,938
250,958
24,872
75,505
170,864
568,831
340,1001
492,901
37,713
599,936
820,985
251,563
71,577
126,665
105,904
351,968
214,724
418,818
131,713
144,752
374,855
102,440
357,784
57,605
293,470
709,955
56,332
653,978
236,518
526,919
110,638
226,711
408,987
132,379
533,793
358,699
383,728
115,700
374,671
179,625
55,686
643,934
119,778
324,932
75,872
701,899
343,738
304,707
182,552
93,897
797,923
400,609
455,926
3,617
276,745
548,858
349,592
282,526
467,780
240,580
245,891
413,835
178,940
597,784
508,763
325,617
622,954
45,280
165,676
312,926
87,498
84,634
671,916
344,797
109,322
82,600
306,770
294,695
364,573
432,924
70,668
329,899
694,999
524,842
23,607
147,514
386,542
229,727
93,518
324,926
133,780
173,671
772,970
151,437
153,502
219,847
28,430
242,585
395,798
375,773
315,732
266,874
112,893
331,935
304,670
254,884
430,653
149,258
289,995
133,868
348,545
679,983
485,764
297,786
618,924
265,976
409,744
550,694
233,862
239,837
27,423
764,961
418,802
286,876
276,762
48,614
461,849
590,858
504,817
427,994
102,493
289,771
23,394
514,714
282,935
329,608
44,373
437,798
125,646
317,774
131,708
377,866
377,898
297,911
401,774
31,288
52,394
468,625
105,545
108,389
250,872
457,757
238,786
438,919
527,810
342,922
381,783
218,904
304,889
99,596
354,892
252,906
641,920
284,412
225,525
37,370
88,375
399,885
280,866
131,513
317,765
310,807
78,611
657,913
300,793
390,829
591,852
5,585
347,976
162,544
421,740
284,574
30,289
375,721
360,808
153,661
398,785
487,787
369,707
3,639
424,720
766,952
612,971
364,652
144,869
344,919
166,898
386,667
252,942
69,800
201,904
67,512
179,701
346,808
310,779
611,989
344,908
349,830
268,770
68,824
81,350
547,893
214,683
341,980
134,538
3,422
396,858
510,838
100,699
139,883
96,562
286,641
549,888
167,988
136,543
413,730
514,710
2,453
404,951
330,854
239,551
338,816
95,567
413,853
283,930
587,883
388,784
614,906
156,748
405,666
317,809
310,912
489,918
372,911
78,642
356,817
433,819
121,183
379,999
13,428
97,534
265,994
175,507
422,687
449,769
357,949
519,734
128,359
68,854
141,958
343,683
126,755
300,558
439,899
542,802
416,688
394,882
58,520
531,860
464,769
599,988
179,884
296,678
108,390
354,836
530,878
178,452
92,985
206,813
119,853
723,942
255,774
276,664
251,907
349,861
506,711
72,566
89,677
151,781
241,756
87,333
123,783
40,498
566,984
565,854
133,633
172,529
635,932
362,615
456,927
505,919
29,262
289,693
164,917
98,811
246,707
73,790
355,632
115,330
339,889
157,271
103,604
642,914
329,629
48,563
232,838
694,948
90,741
333,652
334,951
126,649
265,988
105,738
195,573
457,835
312,562
425,592
196,821
697,857
262,620
506,713
216,955
321,967
141,610
23,433
419,987
579,881
54,422
280,503
501,878
352,630
333,921
371,662
143,814
591,890
211,557
509,682
67,468
58,503
243,808
302,702
39,844
537,669
521,873
624,816
337,986
242,789
478,648
